,index
13427,13427
12266,12266
12794,12794
12961,12961
11776,11776
13572,13572
11961,11961
12795,12795
13373,13373
12539,12539
12313,12313
12348,12348
12523,12523
12660,12660
14015,14015
12821,12821
13250,13250
13819,13819
11751,11751
13534,13534
12247,12247
13661,13661
13120,13120
11887,11887
12292,12292
13154,13154
12138,12138
13309,13309
11804,11804
12371,12371
12368,12368
11872,11872
12221,12221
13577,13577
12332,12332
13286,13286
12749,12749
11709,11709
14055,14055
13069,13069
12532,12532
11898,11898
13114,13114
12845,12845
13423,13423
12923,12923
13345,13345
13278,13278
12800,12800
13592,13592
12976,12976
12377,12377
12709,12709
12844,12844
12131,12131
12825,12825
12695,12695
12073,12073
11933,11933
12535,12535
12932,12932
12227,12227
13174,13174
13888,13888
11775,11775
13328,13328
11710,11710
13202,13202
13227,13227
12840,12840
13093,13093
12284,12284
13287,13287
11820,11820
12023,12023
12784,12784
13858,13858
13595,13595
12343,12343
13267,13267
13902,13902
12711,12711
12717,12717
13909,13909
13642,13642
13681,13681
13987,13987
12157,12157
13259,13259
11762,11762
14020,14020
12908,12908
12893,12893
13525,13525
13922,13922
13162,13162
11895,11895
12272,12272
12998,12998
13463,13463
11945,11945
12354,12354
13453,13453
11958,11958
13924,13924
12196,12196
13405,13405
13996,13996
13925,13925
13670,13670
12066,12066
13115,13115
11947,11947
13695,13695
12575,12575
13494,13494
11791,11791
13556,13556
13410,13410
12434,12434
13985,13985
12072,12072
13723,13723
11728,11728
13298,13298
12302,12302
12405,12405
11997,11997
11866,11866
12189,12189
12827,12827
12146,12146
13620,13620
11845,11845
12846,12846
11832,11832
13457,13457
11868,11868
13761,13761
11893,11893
13954,13954
13904,13904
12613,12613
12166,12166
12036,12036
14023,14023
13449,13449
11770,11770
13308,13308
14053,14053
11937,11937
13198,13198
13185,13185
13814,13814
13077,13077
13630,13630
13856,13856
11935,11935
12994,12994
11783,11783
12322,12322
12759,12759
12218,12218
11913,11913
12594,12594
13480,13480
12033,12033
13129,13129
13430,13430
12308,12308
13443,13443
13316,13316
11742,11742
12956,12956
13143,13143
13999,13999
12642,12642
13526,13526
12147,12147
12169,12169
12557,12557
11879,11879
12277,12277
11955,11955
11863,11863
12930,12930
12499,12499
12838,12838
13408,13408
12295,12295
11818,11818
12248,12248
12215,12215
13426,13426
12756,12756
13855,13855
13514,13514
12498,12498
12981,12981
12110,12110
12505,12505
11717,11717
13548,13548
12184,12184
12885,12885
13561,13561
11808,11808
13197,13197
13826,13826
13203,13203
12461,12461
13594,13594
13883,13883
11977,11977
12897,12897
12937,12937
12347,12347
12163,12163
12683,12683
12092,12092
12361,12361
12353,12353
13043,13043
13293,13293
12801,12801
13447,13447
13462,13462
13357,13357
13491,13491
13240,13240
12052,12052
13555,13555
13177,13177
13346,13346
12656,12656
11952,11952
13474,13474
12105,12105
12020,12020
13571,13571
11940,11940
13588,13588
13371,13371
12584,12584
12898,12898
12060,12060
12648,12648
11941,11941
12675,12675
13229,13229
12811,12811
13764,13764
13155,13155
13677,13677
11844,11844
11976,11976
13709,13709
12134,12134
13396,13396
12074,12074
13495,13495
12235,12235
11753,11753
13935,13935
12774,12774
12024,12024
12217,12217
11974,11974
12657,12657
12589,12589
13874,13874
12274,12274
13530,13530
12518,12518
12261,12261
12340,12340
12133,12133
13103,13103
13035,13035
11862,11862
12491,12491
12407,12407
13243,13243
11848,11848
12257,12257
13367,13367
12907,12907
12967,12967
13628,13628
12848,12848
13189,13189
13139,13139
12904,12904
13905,13905
12187,12187
14049,14049
13720,13720
13510,13510
12022,12022
13911,13911
13442,13442
11715,11715
12622,12622
12406,12406
12810,12810
13978,13978
13522,13522
13887,13887
13441,13441
13315,13315
13215,13215
12038,12038
12983,12983
12650,12650
14006,14006
12559,12559
12481,12481
12553,12553
12042,12042
12350,12350
13876,13876
11900,11900
12850,12850
11917,11917
13235,13235
13347,13347
12381,12381
13745,13745
13014,13014
13078,13078
13104,13104
12689,12689
12554,12554
13916,13916
12698,12698
13578,13578
12220,12220
13484,13484
12049,12049
12927,12927
12699,12699
12457,12457
12741,12741
12761,12761
11988,11988
12090,12090
11836,11836
12511,12511
13416,13416
12362,12362
11771,11771
11972,11972
12514,12514
13725,13725
11806,11806
12608,12608
11931,11931
12530,12530
13209,13209
13694,13694
13531,13531
13102,13102
11946,11946
13768,13768
12432,12432
12202,12202
13047,13047
12619,12619
12358,12358
13108,13108
12422,12422
12702,12702
14007,14007
13690,13690
13539,13539
13398,13398
13974,13974
13437,13437
13976,13976
13741,13741
13719,13719
11869,11869
13312,13312
12552,12552
12690,12690
13597,13597
12877,12877
13770,13770
12441,12441
11983,11983
13142,13142
11734,11734
12477,12477
12223,12223
13244,13244
12214,12214
12030,12030
12862,12862
12643,12643
13099,13099
12587,12587
13220,13220
12245,12245
13864,13864
14004,14004
13459,13459
12056,12056
11924,11924
12250,12250
12896,12896
13066,13066
13008,13008
13366,13366
13696,13696
13617,13617
11746,11746
11858,11858
13674,13674
13657,13657
12586,12586
12210,12210
12335,12335
13059,13059
14045,14045
12900,12900
12681,12681
12194,12194
13738,13738
13729,13729
12912,12912
12117,12117
11788,11788
13056,13056
12936,12936
13899,13899
13019,13019
13106,13106
13176,13176
13217,13217
11805,11805
12960,12960
11901,11901
12195,12195
11741,11741
13676,13676
13912,13912
12346,12346
12203,12203
11920,11920
14014,14014
12396,12396
13167,13167
13872,13872
12593,12593
13219,13219
13988,13988
13205,13205
13222,13222
11886,11886
13498,13498
12789,12789
13701,13701
13291,13291
13152,13152
13119,13119
12300,12300
12793,12793
11842,11842
13724,13724
12239,12239
11730,11730
13961,13961
11711,11711
11883,11883
12715,12715
12712,12712
13587,13587
12826,12826
12521,12521
13317,13317
13213,13213
12558,12558
13885,13885
12113,12113
12529,12529
13486,13486
12083,12083
12753,12753
13344,13344
13678,13678
13692,13692
12965,12965
12832,12832
12909,12909
13271,13271
13361,13361
13105,13105
13580,13580
12442,12442
13684,13684
13487,13487
13241,13241
13501,13501
12895,12895
12596,12596
14050,14050
13717,13717
12706,12706
13505,13505
11911,11911
12494,12494
13199,13199
13075,13075
13310,13310
13342,13342
11966,11966
12026,12026
12938,12938
12841,12841
12386,12386
13512,13512
12708,12708
13967,13967
12970,12970
13394,13394
12655,12655
13552,13552
14054,14054
13134,13134
12634,12634
12162,12162
12610,12610
11857,11857
12028,12028
11825,11825
12426,12426
13775,13775
12012,12012
12807,12807
12870,12870
12436,12436
13504,13504
13848,13848
13702,13702
13011,13011
13783,13783
13957,13957
13111,13111
11967,11967
12928,12928
13698,13698
13372,13372
12978,12978
12933,12933
12009,12009
13402,13402
13311,13311
12696,12696
13627,13627
11847,11847
12495,12495
13406,13406
13691,13691
12384,12384
11823,11823
12579,12579
12462,12462
12894,12894
12736,12736
13166,13166
12139,12139
13257,13257
13301,13301
12792,12792
12929,12929
13292,13292
12563,12563
11729,11729
13643,13643
13021,13021
12420,12420
13941,13941
13884,13884
12654,12654
12459,12459
11982,11982
12414,12414
11744,11744
13378,13378
12703,12703
12700,12700
12482,12482
13015,13015
12531,12531
13747,13747
13262,13262
13837,13837
13607,13607
12669,12669
12288,12288
13187,13187
12447,12447
12834,12834
13418,13418
13370,13370
12318,12318
13765,13765
13880,13880
12008,12008
13248,13248
14048,14048
13359,13359
13435,13435
13381,13381
12510,12510
11986,11986
11750,11750
12200,12200
12124,12124
13468,13468
12714,12714
12376,12376
11990,11990
13055,13055
12047,12047
12555,12555
12103,12103
12004,12004
13034,13034
13071,13071
13542,13542
13948,13948
12076,12076
12123,12123
13939,13939
13579,13579
12255,12255
13348,13348
12674,12674
13823,13823
11720,11720
12017,12017
12299,12299
13508,13508
12419,12419
13424,13424
13875,13875
11936,11936
12128,12128
11765,11765
13728,13728
13882,13882
12766,12766
12878,12878
13817,13817
13113,13113
13873,13873
12334,12334
12671,12671
12751,12751
13960,13960
13908,13908
12791,12791
12931,12931
12780,12780
13942,13942
12243,12243
12399,12399
12934,12934
13769,13769
13492,13492
12002,12002
12985,12985
12082,12082
13787,13787
12888,12888
13693,13693
12517,12517
13251,13251
13866,13866
12104,12104
12603,12603
11906,11906
12670,12670
13254,13254
13375,13375
13091,13091
12612,12612
13742,13742
13092,13092
12672,12672
12357,12357
12428,12428
13879,13879
13385,13385
13285,13285
13313,13313
13528,13528
11878,11878
12561,12561
13936,13936
13532,13532
11885,11885
12614,12614
13793,13793
11735,11735
14003,14003
12646,12646
13425,13425
13096,13096
12544,12544
12779,12779
12369,12369
13591,13591
11959,11959
12797,12797
12151,12151
13791,13791
13895,13895
12856,12856
12604,12604
13739,13739
13662,13662
12872,12872
13023,13023
12649,12649
11798,11798
12359,12359
13124,13124
12730,12730
12568,12568
13663,13663
13886,13886
14013,14013
11903,11903
13211,13211
13478,13478
12616,12616
12363,12363
11846,11846
13632,13632
13603,13603
12597,12597
12120,12120
12213,12213
13557,13557
13821,13821
12883,12883
13535,13535
12911,12911
12000,12000
14034,14034
12108,12108
13387,13387
12492,12492
11930,11930
12786,12786
13776,13776
13141,13141
12222,12222
13130,13130
13541,13541
13358,13358
12818,12818
13934,13934
13636,13636
11979,11979
13897,13897
11721,11721
12847,12847
12809,12809
13806,13806
12059,12059
12129,12129
12906,12906
13846,13846
13444,13444
13824,13824
12620,12620
13376,13376
13030,13030
12397,12397
12833,12833
12564,12564
13137,13137
13003,13003
14019,14019
13339,13339
13320,13320
12165,12165
13928,13928
12884,12884
12324,12324
13085,13085
11841,11841
12925,12925
14024,14024
12455,12455
13266,13266
13952,13952
13089,13089
12663,12663
13606,13606
11760,11760
12993,12993
11978,11978
11716,11716
12055,12055
12375,12375
12577,12577
11880,11880
12881,12881
12915,12915
13932,13932
13098,13098
12041,12041
12264,12264
12471,12471
12231,12231
11928,11928
12489,12489
12764,12764
13871,13871
12914,12914
12664,12664
13017,13017
12241,12241
11736,11736
12919,12919
13796,13796
12787,12787
12035,12035
12164,12164
12141,12141
13750,13750
12762,12762
12627,12627
13644,13644
13464,13464
12280,12280
13894,13894
12229,12229
11877,11877
11856,11856
11934,11934
12106,12106
12198,12198
13520,13520
12598,12598
12823,12823
13126,13126
13231,13231
13201,13201
12007,12007
12989,12989
12093,12093
12445,12445
12062,12062
12190,12190
13600,13600
12349,12349
13334,13334
13451,13451
13993,13993
12944,12944
12726,12726
13306,13306
13391,13391
13322,13322
11785,11785
13112,13112
11914,11914
11859,11859
13072,13072
13863,13863
12470,12470
13660,13660
11882,11882
13777,13777
13039,13039
14029,14029
12270,12270
13901,13901
12537,12537
13289,13289
13163,13163
12955,12955
11907,11907
12962,12962
13460,13460
13389,13389
12098,12098
11723,11723
11759,11759
13546,13546
12122,12122
13335,13335
13280,13280
12546,12546
11953,11953
13305,13305
12879,12879
11926,11926
13265,13265
12501,12501
13809,13809
12171,12171
11796,11796
13186,13186
13763,13763
13683,13683
13362,13362
13068,13068
13012,13012
13275,13275
11980,11980
12404,12404
12305,12305
13956,13956
12516,12516
12454,12454
12159,12159
12673,12673
12061,12061
13892,13892
11725,11725
14033,14033
13041,13041
13100,13100
11797,11797
13951,13951
12191,12191
13036,13036
12224,12224
12949,12949
13436,13436
12963,12963
11910,11910
12446,12446
13653,13653
13560,13560
12658,12658
12916,12916
14009,14009
13732,13732
14016,14016
13753,13753
13303,13303
13611,13611
12018,12018
11975,11975
12467,12467
12954,12954
12760,12760
13004,13004
13830,13830
13890,13890
12601,12601
13419,13419
12873,12873
13180,13180
12390,12390
12716,12716
13330,13330
13509,13509
12926,12926
14021,14021
13841,13841
11780,11780
13844,13844
13382,13382
12006,12006
13439,13439
13833,13833
12153,12153
14017,14017
13779,13779
12212,12212
12118,12118
12126,12126
13247,13247
11991,11991
13256,13256
13135,13135
11831,11831
11957,11957
13161,13161
12476,12476
13515,13515
12569,12569
13569,13569
13562,13562
12156,12156
12817,12817
13733,13733
12697,12697
13708,13708
11998,11998
13968,13968
12921,12921
11789,11789
13465,13465
12665,12665
12479,12479
12410,12410
11819,11819
12486,12486
13647,13647
13147,13147
12379,12379
13016,13016
13393,13393
11987,11987
12653,12653
12388,12388
13273,13273
12861,12861
13502,13502
13204,13204
13920,13920
11810,11810
12886,12886
12472,12472
13327,13327
11962,11962
11875,11875
12352,12352
13854,13854
12746,12746
13276,13276
13929,13929
13390,13390
13264,13264
13329,13329
12444,12444
13799,13799
13668,13668
11891,11891
13434,13434
12995,12995
13511,13511
13639,13639
14037,14037
12496,12496
13798,13798
12940,12940
11772,11772
13277,13277
13448,13448
12478,12478
12632,12632
12433,12433
13743,13743
12271,12271
12581,12581
13921,13921
12979,12979
12992,12992
12661,12661
12435,12435
12755,12755
13983,13983
11781,11781
12070,12070
11706,11706
12720,12720
13009,13009
13853,13853
12177,12177
13840,13840
12242,12242
12744,12744
13107,13107
13029,13029
12668,12668
13007,13007
13945,13945
12615,12615
13543,13543
13353,13353
13397,13397
13990,13990
12853,12853
12172,12172
12370,12370
13666,13666
14022,14022
13648,13648
13667,13667
13731,13731
13158,13158
13210,13210
12488,12488
11864,11864
13095,13095
13482,13482
11984,11984
12142,12142
13721,13721
13650,13650
12450,12450
13861,13861
13128,13128
13971,13971
12748,12748
12515,12515
13374,13374
13179,13179
12205,12205
13097,13097
13834,13834
12662,12662
12317,12317
14038,14038
13567,13567
13001,13001
13704,13704
13122,13122
12734,12734
12458,12458
13058,13058
13699,13699
12719,12719
11795,11795
12942,12942
11708,11708
13136,13136
13558,13558
14011,14011
13157,13157
13159,13159
13026,13026
12948,12948
13780,13780
13272,13272
13782,13782
12427,12427
12392,12392
13255,13255
12580,12580
12225,12225
13682,13682
12901,12901
13233,13233
12629,12629
13304,13304
12852,12852
13907,13907
12100,12100
11874,11874
13383,13383
13900,13900
11971,11971
14031,14031
13223,13223
13757,13757
12773,12773
11905,11905
12158,12158
12453,12453
12057,12057
13404,13404
12851,12851
13193,13193
13232,13232
13117,13117
13455,13455
12583,12583
12192,12192
12380,12380
13288,13288
13878,13878
14026,14026
13519,13519
13299,13299
12638,12638
12031,12031
12391,12391
12742,12742
14010,14010
13440,13440
12226,12226
13680,13680
12945,12945
12682,12682
11748,11748
13145,13145
11763,11763
13006,13006
11767,11767
14005,14005
11996,11996
12508,12508
11999,11999
12816,12816
13414,13414
12207,12207
12174,12174
11803,11803
13045,13045
11821,11821
13596,13596
12127,12127
13622,13622
11707,11707
12356,12356
13652,13652
13516,13516
13450,13450
12855,12855
12013,12013
11949,11949
12625,12625
12048,12048
12905,12905
13318,13318
13032,13032
12768,12768
12360,12360
13237,13237
13065,13065
11737,11737
12502,12502
13452,13452
12253,12253
13794,13794
12812,12812
13050,13050
13689,13689
12067,12067
13422,13422
12541,12541
12278,12278
11814,11814
13156,13156
12707,12707
13131,13131
12251,12251
13926,13926
12327,12327
11757,11757
13869,13869
12839,12839
12996,12996
12602,12602
12297,12297
12424,12424
12474,12474
12782,12782
12867,12867
11755,11755
13979,13979
12001,12001
13379,13379
13705,13705
13401,13401
12721,12721
11908,11908
12903,12903
13767,13767
12512,12512
13839,13839
11956,11956
11867,11867
11950,11950
12096,12096
12828,12828
11849,11849
13411,13411
13200,13200
12820,12820
12718,12718
12180,12180
11992,11992
11989,11989
13752,13752
14027,14027
13386,13386
12641,12641
12237,12237
13341,13341
13333,13333
12145,12145
13364,13364
12737,12737
12449,12449
11948,11948
12935,12935
12866,12866
12306,12306
11944,11944
12413,12413
13324,13324
13127,13127
12991,12991
13527,13527
12982,12982
12869,12869
13893,13893
13331,13331
12021,12021
12452,12452
11927,11927
13283,13283
13865,13865
12355,12355
11826,11826
11951,11951
11738,11738
13790,13790
12966,12966
13749,13749
12336,12336
13392,13392
11777,11777
13851,13851
12497,12497
13969,13969
13654,13654
13146,13146
12743,12743
12871,12871
11834,11834
13860,13860
12605,12605
12728,12728
13778,13778
13803,13803
12466,12466
11851,11851
13319,13319
12132,12132
13615,13615
13074,13074
13686,13686
13947,13947
12109,12109
13970,13970
12130,12130
12576,12576
13230,13230
12328,12328
13269,13269
13537,13537
13675,13675
11749,11749
11739,11739
12150,12150
13937,13937
13521,13521
13489,13489
13565,13565
13171,13171
12924,12924
12722,12722
13368,13368
13140,13140
12464,12464
11861,11861
13183,13183
11929,11929
12835,12835
13975,13975
13493,13493
13930,13930
12889,12889
12485,12485
12448,12448
12693,12693
12080,12080
13109,13109
12087,12087
13944,13944
14042,14042
11754,11754
11870,11870
12500,12500
13057,13057
12258,12258
12275,12275
11889,11889
12232,12232
13070,13070
11824,11824
13279,13279
12089,12089
12411,12411
12168,12168
13564,13564
13828,13828
12330,12330
11916,11916
11871,11871
12415,12415
13891,13891
12686,12686
12265,12265
12329,12329
13711,13711
12075,12075
12345,12345
12640,12640
14052,14052
13031,13031
12337,12337
13673,13673
12149,12149
12208,12208
12289,12289
13467,13467
13645,13645
13076,13076
12611,12611
12046,12046
13178,13178
14051,14051
12040,12040
12592,12592
12178,12178
12975,12975
11865,11865
13380,13380
13965,13965
13598,13598
12373,12373
13669,13669
12595,12595
12115,12115
13605,13605
12504,12504
13994,13994
13149,13149
11970,11970
12588,12588
13760,13760
13125,13125
12197,12197
13910,13910
12765,12765
12473,12473
12201,12201
12582,12582
12003,12003
12803,12803
14036,14036
13518,13518
12732,12732
14025,14025
11894,11894
13612,13612
11787,11787
13258,13258
13629,13629
12236,12236
14056,14056
13621,13621
13399,13399
13547,13547
12091,12091
13997,13997
12155,12155
12857,12857
11722,11722
13261,13261
13998,13998
13025,13025
11745,11745
11801,11801
11939,11939
12771,12771
13507,13507
13281,13281
11718,11718
12987,12987
12713,12713
13481,13481
13913,13913
13774,13774
13239,13239
11873,11873
13832,13832
12260,12260
12676,12676
12984,12984
12316,12316
13919,13919
11713,11713
13737,13737
11779,11779
12651,12651
13409,13409
12045,12045
12182,12182
13849,13849
11918,11918
12254,12254
11855,11855
12418,12418
13350,13350
12652,12652
12112,12112
13081,13081
12875,12875
12808,12808
12880,12880
13192,13192
13221,13221
13859,13859
12175,12175
13575,13575
12600,12600
13087,13087
12342,12342
13395,13395
13472,13472
12997,12997
12312,12312
12951,12951
13490,13490
13226,13226
13224,13224
13718,13718
13635,13635
12999,12999
12298,12298
13429,13429
13946,13946
12790,12790
11954,11954
12219,12219
12977,12977
12607,12607
12941,12941
12819,12819
13746,13746
13703,13703
13234,13234
13917,13917
14043,14043
13046,13046
13918,13918
12199,12199
12910,12910
12772,12772
13503,13503
13623,13623
13013,13013
13568,13568
12394,12394
13716,13716
12891,12891
12647,12647
12234,12234
12015,12015
13051,13051
12173,12173
12338,12338
13456,13456
12763,12763
13772,13772
13550,13550
12677,12677
13216,13216
13659,13659
13323,13323
11829,11829
13843,13843
12972,12972
13428,13428
13116,13116
11714,11714
13807,13807
13964,13964
13923,13923
12144,12144
13584,13584
12043,12043
12161,12161
13479,13479
11938,11938
11922,11922
13245,13245
13296,13296
13284,13284
13500,13500
13184,13184
12775,12775
13407,13407
13121,13121
13403,13403
12039,12039
12323,12323
12533,12533
12249,12249
12913,12913
12468,12468
12946,12946
12757,12757
13446,13446
13992,13992
11969,11969
12874,12874
12183,12183
13168,13168
11835,11835
11774,11774
12688,12688
13949,13949
13877,13877
13808,13808
13545,13545
13931,13931
12383,12383
12685,12685
13773,13773
14039,14039
11837,11837
13067,13067
12666,12666
13986,13986
12185,12185
12990,12990
13417,13417
12206,12206
11964,11964
6536,6536
6876,6876
5523,5523
6847,6847
7293,7293
7369,7369
6535,6535
6504,6504
6870,6870
7071,7071
7168,7168
6919,6919
5784,5784
6537,6537
5975,5975
6407,6407
5575,5575
5496,5496
6790,6790
5800,5800
6020,6020
6778,6778
7093,7093
5528,5528
6501,6501
5551,5551
5621,5621
6231,6231
6011,6011
6551,6551
6983,6983
5705,5705
5652,5652
7047,7047
6173,6173
6405,6405
6552,6552
5473,5473
5554,5554
6148,6148
6628,6628
6977,6977
6206,6206
5811,5811
5883,5883
5312,5312
5550,5550
5339,5339
6434,6434
5864,5864
6729,6729
5888,5888
5306,5306
6307,6307
7097,7097
6814,6814
7247,7247
6498,6498
7185,7185
6149,6149
5548,5548
6315,6315
5921,5921
5732,5732
7317,7317
5343,5343
5709,5709
6029,6029
6964,6964
6682,6682
5405,5405
7139,7139
5570,5570
5388,5388
5763,5763
5743,5743
6868,6868
6309,6309
6735,6735
6421,6421
6580,6580
6595,6595
6978,6978
6538,6538
6803,6803
6885,6885
6442,6442
6138,6138
6340,6340
6202,6202
5564,5564
5472,5472
6662,6662
6466,6466
5625,5625
6258,6258
5995,5995
6235,6235
6491,6491
6815,6815
7417,7417
6712,6712
6664,6664
6290,6290
5584,5584
6388,6388
6292,6292
5998,5998
6950,6950
6699,6699
6316,6316
5504,5504
5377,5377
7348,7348
5557,5557
6549,6549
6779,6779
6896,6896
6241,6241
5982,5982
5999,5999
6529,6529
5836,5836
6689,6689
6424,6424
7294,7294
7339,7339
7109,7109
6952,6952
5853,5853
6626,6626
6726,6726
5862,5862
7431,7431
6930,6930
5802,5802
6095,6095
6528,6528
5929,5929
7428,7428
7228,7228
7131,7131
5683,5683
5728,5728
7268,7268
7395,7395
7304,7304
6354,6354
5357,5357
6888,6888
5940,5940
6165,6165
7174,7174
5657,5657
5746,5746
5762,5762
5394,5394
6871,6871
5923,5923
5678,5678
6325,6325
5716,5716
5815,5815
5887,5887
6688,6688
6399,6399
6677,6677
7007,7007
5252,5252
6346,6346
6289,6289
7353,7353
5365,5365
6234,6234
5512,5512
5325,5325
6517,6517
7285,7285
6136,6136
6653,6653
6052,6052
5332,5332
5245,5245
5654,5654
5835,5835
6730,6730
6400,6400
5846,5846
5436,5436
6072,6072
7212,7212
6835,6835
6357,6357
5549,5549
5464,5464
5719,5719
5787,5787
6198,6198
6137,6137
6646,6646
7113,7113
6906,6906
5218,5218
6120,6120
6561,6561
6455,6455
5857,5857
6918,6918
6599,6599
6415,6415
5286,5286
5211,5211
5535,5535
5627,5627
6534,6534
6925,6925
6348,6348
6084,6084
6808,6808
6179,6179
7072,7072
5979,5979
6715,6715
7405,7405
7104,7104
5384,5384
7341,7341
6062,6062
5610,5610
6842,6842
6864,6864
5437,5437
5754,5754
7301,7301
6904,6904
6143,6143
5934,5934
5689,5689
6453,6453
6545,6545
6844,6844
6759,6759
5792,5792
6987,6987
5826,5826
5333,5333
7216,7216
5210,5210
5290,5290
6756,6756
5706,5706
6969,6969
5418,5418
5980,5980
5516,5516
7315,7315
5927,5927
6770,6770
6134,6134
5954,5954
6510,6510
7306,7306
6865,6865
6419,6419
6097,6097
6087,6087
6527,6527
6494,6494
7153,7153
5711,5711
6308,6308
6483,6483
5324,5324
7019,7019
5928,5928
5446,5446
6332,6332
7178,7178
5771,5771
6355,6355
6874,6874
5217,5217
5714,5714
5671,5671
6462,6462
6650,6650
6186,6186
7030,7030
5742,5742
5513,5513
6275,6275
7337,7337
5466,5466
6920,6920
6685,6685
6133,6133
6279,6279
6769,6769
7201,7201
5597,5597
6878,6878
7223,7223
5804,5804
6003,6003
7267,7267
6418,6418
5219,5219
6603,6603
5477,5477
5225,5225
5848,5848
5665,5665
5351,5351
6753,6753
5663,5663
6253,6253
6703,6703
5900,5900
5215,5215
5532,5532
6417,6417
5359,5359
6237,6237
6916,6916
7085,7085
6503,6503
5593,5593
6951,6951
6562,6562
5653,5653
5871,5871
6049,6049
5483,5483
6481,6481
5572,5572
5214,5214
6077,6077
7152,7152
5331,5331
5511,5511
6394,6394
7326,7326
7330,7330
5533,5533
6390,6390
7406,7406
7070,7070
6674,6674
6672,6672
5561,5561
6484,6484
6687,6687
6663,6663
5284,5284
6039,6039
5508,5508
5843,5843
7241,7241
6692,6692
6557,6557
6161,6161
6909,6909
7300,7300
6036,6036
6775,6775
6024,6024
5407,5407
6550,6550
5749,5749
6624,6624
5460,5460
6293,6293
6725,6725
7100,7100
5598,5598
6946,6946
5816,5816
5814,5814
7125,7125
6225,6225
6508,6508
5601,5601
6438,6438
6887,6887
6480,6480
6547,6547
6602,6602
5503,5503
6224,6224
6239,6239
6700,6700
5371,5371
5379,5379
6409,6409
6187,6187
7095,7095
5485,5485
5971,5971
5348,5348
6069,6069
5391,5391
5638,5638
5963,5963
5953,5953
5501,5501
6899,6899
5863,5863
6027,6027
5505,5505
6061,6061
5847,5847
7277,7277
5456,5456
5676,5676
6879,6879
5514,5514
6932,6932
7397,7397
6223,6223
7278,7278
6705,6705
6478,6478
6612,6612
7356,7356
7033,7033
6631,6631
6392,6392
6830,6830
6880,6880
6384,6384
6433,6433
5685,5685
6846,6846
5345,5345
5259,5259
6051,6051
5500,5500
6518,6518
5764,5764
5227,5227
7427,7427
5354,5354
6826,6826
5474,5474
6625,6625
6892,6892
6974,6974
7335,7335
6497,6497
6178,6178
6698,6698
5589,5589
5915,5915
6944,6944
5662,5662
6128,6128
5658,5658
5545,5545
6649,6649
6678,6678
7220,7220
5478,5478
6914,6914
6717,6717
5244,5244
6091,6091
5721,5721
7259,7259
6070,6070
7204,7204
6667,6667
6781,6781
6151,6151
6425,6425
5305,5305
6381,6381
6352,6352
6657,6657
6366,6366
5925,5925
6607,6607
6423,6423
7051,7051
5352,5352
6281,6281
5841,5841
6714,6714
5416,5416
7088,7088
6891,6891
6119,6119
7290,7290
5576,5576
6245,6245
6965,6965
6448,6448
5314,5314
6750,6750
5236,5236
6328,6328
7231,7231
6427,6427
5527,5527
5222,5222
5326,5326
5865,5865
5317,5317
5859,5859
7270,7270
5525,5525
6215,6215
5617,5617
6959,6959
7307,7307
6145,6145
5414,5414
6252,6252
5364,5364
6422,6422
6934,6934
6270,6270
7256,7256
5277,5277
7346,7346
6863,6863
5635,5635
6660,6660
6244,6244
7403,7403
6379,6379
7107,7107
6463,6463
7191,7191
6586,6586
6013,6013
5917,5917
5916,5916
6267,6267
5421,5421
7112,7112
7090,7090
5253,5253
7305,7305
7221,7221
5459,5459
5337,5337
6577,6577
6181,6181
6515,6515
7198,7198
5282,5282
6285,6285
6195,6195
6757,6757
6619,6619
6404,6404
6921,6921
6648,6648
7003,7003
7298,7298
5427,5427
6068,6068
6706,6706
6482,6482
6544,6544
5945,5945
6242,6242
5833,5833
6933,6933
6053,6053
5908,5908
6100,6100
5376,5376
5412,5412
5727,5727
5647,5647
6824,6824
5992,5992
5547,5547
7048,7048
5293,5293
7049,7049
7217,7217
7175,7175
6532,6532
5207,5207
6345,6345
7117,7117
7363,7363
6108,6108
7375,7375
7318,7318
6913,6913
5701,5701
5216,5216
5748,5748
6164,6164
6377,6377
5254,5254
6067,6067
6428,6428
5382,5382
7303,7303
6002,6002
6248,6248
7134,7134
6350,6350
6306,6306
5948,5948
5507,5507
6271,6271
6836,6836
5751,5751
6232,6232
5567,5567
6669,6669
5673,5673
5288,5288
6123,6123
6741,6741
6015,6015
6647,6647
6590,6590
6280,6280
6812,6812
7167,7167
6797,6797
6798,6798
6230,6230
5893,5893
6755,6755
5970,5970
5453,5453
5230,5230
6228,6228
5770,5770
6126,6126
7094,7094
5937,5937
5687,5687
5350,5350
6440,6440
6286,6286
7387,7387
5910,5910
7115,7115
7163,7163
5226,5226
7286,7286
6526,6526
7160,7160
6369,6369
6760,6760
5736,5736
6257,6257
5852,5852
5885,5885
6162,6162
6543,6543
6522,6522
6490,6490
5304,5304
5321,5321
7359,7359
5262,5262
5875,5875
5849,5849
7177,7177
6872,6872
6063,6063
6936,6936
6076,6076
6467,6467
6492,6492
6243,6243
7132,7132
7101,7101
5502,5502
6210,6210
5303,5303
6105,6105
6216,6216
6045,6045
7172,7172
5708,5708
6832,6832
6014,6014
5438,5438
5990,5990
5553,5553
7046,7046
7409,7409
7110,7110
7302,7302
5960,5960
5250,5250
6788,6788
6444,6444
6723,6723
7029,7029
5933,5933
6362,6362
5449,5449
6956,6956
6132,6132
6188,6188
6098,6098
